surname,surname_latin,n
Стефанов,Stefanov,1
Стефанус,Stefanus,1
Студитская,Studitskaâ,1
Студенцова,Studencova,1
Стукке,Stukke,1
Стулова,Stulova,1
Стус,Stus,1
Ставпак,Stavpak,1
Старлингер,Starlinger,1
Стародубцева,Starodubceva,1
Старостина,Starostina,1
Станчик,Stančik,1
Станиславский,Stanislavskij,1
Станевич,Stanevič,1
Стаховский,Stahovskij,1
Стафеева,Stafeeva,1
Стэбер,Stéber,1
Субботин,Subbotin,1
Субботина-Рогальская,Subbotina-Rogalʹskaâ,1
Судина,Sudina,1
Суворов,Suvorov,1
Суздорф,Suzdorf,1
Сцитник,Scitnik,1
Сур,Sur,1
Турчин,Turčin,1
Турчанов-Шир,Turčanov-Šir,1
Турбина,Turbina,1
Сурина-Видеман,Surina-Videman,1
Тупп,Tupp,1
Супперт,Suppert,1
Турков,Turkov,1
Сурма,Surma,1
Суровецкий,Suroveckij,1
Тупайтис,Tupajtis,1
Сулимов,Sulimov,1
Тулинова,Tulinova,1
Суммер,Summer,1
Сулейманов,Sulejmanov,1
Тулубьева,Tulubʹeva,1
Тундерман,Tunderman,1
Сунайт,Sunajt,1
Сутгаймер,Sutgajmer,1
Тутеволь,Tutevolʹ,1
Тутас,Tutas,1
Сухи,Suhi,1
Тухолик,Tuholik,1
Сухотин,Suhotin,1
Туфальц,Tufalʹc,1
Суханова,Suhanova,1
Тухшерер,Tuhšerer,1
Тхапсаев,Thapsaev,1
Савичева,Savičeva,1
Савичева-Ежова,Savičeva-Ežova,1
Сабирова,Sabirova,1
Савицкая,Savickaâ,1
Садковский,Sadkovskij,1
Садлон,Sadlon,1
Садовский,Sadovskij,1
Тадор,Tador,1
Таборская,Taborskaâ,1
Табот,Tabot,1
Тагезин,Tagezin,1
Тадер,Tader,1
Тагер,Tager,1
Савервальд,Savervalʹd,1
Сабель,Sabelʹ,1
Сагель,Sagelʹ,1
Сабельфельд-Эйдемиллер,Sabelʹfelʹd-Éjdemiller,1
Саваль,Savalʹ,1
Саванов,Savanov,1
Сапчук,Sapčuk,1
Сапрыкина,Saprykina,1
Тапкен,Tapken,1
Сапожников,Sapožnikov,1
Сапожникова-Зворыкина,Sapožnikova-Zvorykina,1
Тарнао-Данкен,Tarnao-Danken,1
Сапугольцева,Sapugolʹceva,1
Тарханова,Tarhanova,1
Тарабанова,Tarabanova,1
Тараканова,Tarakanova,1
Тарасенко,Tarasenko,1
Тарасюк,Tarasûk,1
Таршицейская,Taršicejskaâ,1
Сак-Гамстер,Sak-Gamster,1
Тайгинт,Tajgint,1
Сайдлер,Sajdler,1
Сайдель,Sajdelʹ,1
Сайбель-Бельц,Sajbelʹ-Belʹc,1
Сайбель-Крамер,Sajbelʹ-Kramer,1
Тайвес,Tajves,1
Тайбалина,Tajbalina,1
Сакирко,Sakirko,1
Талингер,Talinger,1
Салиенко,Salienko,1
Талпа,Talpa,1
Такк,Takk,1
Сайлер,Sajler,1
Сакман,Sakman,1
Самойлов,Samojlov,1
Самойленко,Samojlenko,1
Саломон,Salomon,1
Саломе,Salome,1
Саломатова-Шефер,Salomatova-Šefer,1
Тайс,Tajs,1
Сакс-Фридче,Saks-Fridče,1
Самсонова,Samsonova,1
Самсонова-Зинкер,Samsonova-Zinker,1
Самсуни,Samsuni,1
Самсуни-Тибелиус,Samsuni-Tibelius,1
Тайхриб,Tajhrib,1
Сайферт-Квинт,Sajfert-Kvint,1
Сайферт-Анисимова,Sajfert-Anisimova,1
Тамаркина-Ландау,Tamarkina-Landau,1
Самайт,Samajt,1
Сакалаускас,Sakalauskas,1
Салатов,Salatov,1
Сальвасер,Salʹvaser,1
Сальвассер,Salʹvasser,1
Сальтер,Salʹter,1
Сальцман-Шульц,Salʹcman-Šulʹc,1
Тангезер,Tangezer,1
Тандер,Tander,1
Таннинг,Tanning,1
Санне,Sanne,1
Таневицкая,Tanevickaâ,1
Таненберг,Tanenberg,1
Санталова-Гейнц,Santalova-Gejnc,1
Санайко,Sanajko,1
Саенко-Бергер,Saenko-Berger,1
Сас,Sas,1
Сасикова,Sasikova,1
Таскаева,Taskaeva,1
Саториус,Satorius,1
Татер,Tater,1
Таубер,Tauber,1
Таубергер,Tauberger,1
Таубенберг,Taubenberg,1
Сафрейдер,Safrejder,1
Тахов,Tahov,1
Сафонова-Беккер,Safonova-Bekker,1
Сауермилих,Sauermilih,1
Саусведр-Дальникова,Sausvedr-Dalʹnikova,1
Саушкина,Sauškina,1
Саушкина-Маус,Sauškina-Maus,1
Сауэр,Sauér,1
Сауэрвайн,Sauérvajn,1
Саак,Saak,1
Таак,Taak,1
Саакян,Saakân,1
Таах,Taah,1
Ташковская,Taškovskaâ,1
Тюрбах,Tûrbah,1
Тютюникова,Tûtûnikova,1
Тюфекчиева,Tûfekčieva,1
Тьярт,Tʹârt,1
Тычкин,Tyčkin,1
Сыроежкин,Syroežkin,1
Тыль,Tylʹ,1
Тынгерова-Динер,Tyngerova-Diner,1
Сытнер,Sytner,1
Сытая-Цейзер,Sytaâ-Cejzer,1
Тыфко,Tyfko,1
Тышер,Tyšer,1
Тэйбус,Téjbus,1
Тэш,Téš,1
Уянаева,Uânaeva,1
Учковский,Učkovskij,1
Учаев-Люмбер,Učaev-Lûmber,1
Цвибельберг,Cvibelʹberg,1
Увира,Uvira,1
Цвикке,Cvikke,1
Цвингер,Cvinger,1
Удинцев,Udincev,1
Удовико,Udoviko,1
Цвеицих,Cveicih,1
Уверская,Uverskaâ,1
Цвейер,Cvejer,1
Цвецих,Cvecih,1
Удэ,Udé,1
Узенкова-Эпп,Uzenkova-Épp,1
Цигиндер,Ciginder,1
Цибориус,Ciborius,1
Фидора,Fidora,1
Фигнер,Figner,1
Фивег,Fiveg,1
Уигер,Uiger,1
Хидель,Hidelʹ,1
Цигар,Cigar,1
Циганке,Ciganke,1
Хизанбарел,Hizanbarel,1
Ципперек,Cipperek,1
Цирк,Cirk,1
Циперек,Ciperek,1
Ципсе,Cipse,1
Фирэкель,Firékelʹ,1
Филипий,Filipij,1
Филипп,Filipp,1
Цимирлинг,Cimirling,1
Филипняк,Filipnâk,1
Филик,Filik,1
Цилих,Cilih,1
Цикк,Cikk,1
Филлиппи,Fillippi,1
Филлор,Fillor,1
Цимме,Cimme,1
Хилле,Hille,1
Хиллер,Hiller,1
Фиккель,Fikkelʹ,1
Цимер,Cimer,1
Цимфер,Cimfer,1
Филус,Filus,1
Фильбрандт,Filʹbrandt,1
Фильбрант,Filʹbrant,1
Фильберт-Тарарина,Filʹbert-Tararina,1
Фильгабер,Filʹgaber,1
Фильгаберг,Filʹgaberg,1
Фильдан,Filʹdan,1
Цилько,Cilʹko,1
Филькорн,Filʹkorn,1
Цильке-Цельмер,Cilʹke-Celʹmer,1
Цильке-Шрейтер,Cilʹke-Šrejter,1
Фильман,Filʹman,1
Циндлер,Cindler,1
Цинглер,Cingler,1
Финглер,Fingler,1
Фингер,Finger,1
Финдейзен,Findejzen,1
Финк-Данюлене,Fink-Danûlene,1
Цинк-Рукавишникова,Cink-Rukavišnikova,1
Финк-Хромова,Fink-Hromova,1
Финк-Федорова,Fink-Fedorova,1
Финк-Фадеева,Fink-Fadeeva,1
Финкгейзер,Finkgejzer,1
Финке,Finke,1
Цинмер,Cinmer,1
Цинн,Cinn,1
Циновский,Cinovskij,1
Цинт,Cint,1
Финтлин,Fintlin,1
Хинце,Hince,1
Финько,Finʹko,1
Циерт,Ciert,1
Цитляу,Citlâu,1
Цитло,Citlo,1
Хисматулина,Hismatulina,1
Цитнер,Citner,1
Фитерер,Fiterer,1
Фитцке,Fitcke,1
Фисун,Fisun,1
Цицман,Cicman,1
Циценшток,Cicenštok,1
Фихт,Fiht,1
Фихтер,Fihter,1
Цихтель,Cihtelʹ,1
Цицарь,Cicarʹ,1
Циалов,Cialov,1
Фиала,Fiala,1
Цишевский,Ciševskij,1
Фишер-Рейнш,Fišer-Rejnš,1
Урбинскии,Urbinskii,1
Урбинский,Urbinskij,1
Урбаняк,Urbanâk,1
Урбаник,Urbanik,1
Урбах,Urbah,1
Фрияр,Friâr,1
Фрид,Frid,1
Фридриц,Fridric,1
Фридрихс,Fridrihs,1
Фридрихсон,Fridrihson,1
Фридлянд,Fridlând,1
Фриде-Фишер,Fride-Fišer,1
Фридец,Fridec,1
Фриван,Frivan,1
Фриз,Friz,1
Фриз-Лоран,Friz-Loran,1
Фризоргер-Малюкова,Frizorger-Malûkova,1
Фризоргер-Штирц,Frizorger-Štirc,1
Фризорьер,Frizorʹer,1
Фризон,Frizon,1
Фризе,Frize,1
Фризен-Кекк,Frizen-Kekk,1
Фризен-Тюшевская,Frizen-Tûševskaâ,1
Фризендорф,Frizendorf,1
Фризаргер,Frizarger,1
Фрипдер,Fripder,1
Хрипко,Hripko,1
Фрик-Голова,Frik-Golova,1
Фрик-Белякова,Frik-Belâkova,1
Фрик-Гаер,Frik-Gaer,1
Фрик-Тарасова,Frik-Tarasova,1
Фриоф,Friof,1
Фрис,Fris,1
Фритче-Диммель,Fritče-Dimmelʹ,1
Христиани,Hristiani,1
Христмани,Hristmani,1
Фритулер,Frituler,1
Фрицлер-Марченко,Fricler-Marčenko,1
Фрицлер-Толочкина,Fricler-Toločkina,1
Фрихерт,Frihert,1
Фрицше,Fricše,1
Урлахер,Urlaher,1
Фровейн,Frovejn,1
Урнис,Urnis,1
Хромов,Hromov,1
Фронд-Роман-Никитина,Frond-Roman-Nikitina,1
Фронко,Fronko,1
Фроне,Frone,1
Фрот,Frot,1
Урну,Urnu,1
Фредрих,Fredrih,1
Фредерикс,Frederiks,1
Фребель,Frebelʹ,1
Фрез,Frez,1
Фрезоргер,Frezorger,1
Фрей-Хощенко,Frej-Hoŝenko,1
Фрейденрейх,Frejdenrejh,1
Фрейденфельд,Frejdenfelʹd,1
Фрейганг,Frejgang,1
Фрейганг-Миссаль,Frejgang-Missalʹ,1
Фрейзер,Frejzer,1
Фрейндлих,Frejndlih,1
Фрейер,Frejer,1
Фрейтаг,Frejtag,1
Фрейценфельд,Frejcenfelʹd,1
Фрейшман,Frejšman,1
Фрейшер-Ушнурцева,Frejšer-Ušnurceva,1
Фрейштадт,Frejštadt,1
Френкель,Frenkelʹ,1
Френкель-Карасева,Frenkelʹ-Karaseva,1
Фреер-Селезнева,Freer-Selezneva,1
Фрещер,Freŝer,1
Упфирихт,Upfiriht,1
Фруль,Frulʹ,1
Фрам,Fram,1
Фрайгор,Frajgor,1
Фрайнд,Frajnd,1
Уралева-Гонштейн,Uraleva-Gonštejn,1
Фрайтаг,Frajtag,1
Фрайтак,Frajtak,1
Франк-Гергерт,Frank-Gergert,1
Франк-Пауль,Frank-Paulʹ,1
Франк-Мохнач,Frank-Mohnač,1
Франк-Кеслер,Frank-Kesler,1
Франк-Феттер,Frank-Fetter,1
Франк-Эккерт,Frank-Ékkert,1
Франкль,Franklʹ,1
Франц-Веретенникова,Franc-Veretennikova,1
Франц-Зиберт,Franc-Zibert,1
Франц-Кох,Franc-Koh,1
Францман,Francman,1
Францева,Franceva,1
Фраске,Fraske,1
Фрасс,Frass,1
Флядунг,Flâdung,1
Флярковский,Flârkovskij,1
Флят,Flât,1
Фляум-Доргоф,Flâum-Dorgof,1
Фляум-Дорнгоф,Flâum-Dorngof,1
Флиг,Flig,1
Флигерт,Fligert,1
Флиген,Fligen,1
Флик,Flik,1
Укльн,Uklʹn,1
Умова,Umova,1
Флор,Flor,1
Флер-Флор,Fler-Flor,1
Умеров,Umerov,1
Умек,Umek,1
Флемер,Flemer,1
Флейтинг,Flejting,1
Флейтенко,Flejtenko,1
Флейшгауэр,Flejšgauér,1
Флейшман-Шеф,Flejšman-Šef,1
Флейшауэр,Flejšauér,1
Флете,Flete,1
Флуг,Flug,1
Флат,Flat,1
Флатов,Flatov,1
Флах,Flah,1
Флаум,Flaum,1
Укше,Ukše,1
Ульман-Королева,Ulʹman-Koroleva,1
Фнбих,Fnbih,1
Ундриц,Undric,1
Фоглер,Fogler,1
Фогев,Fogev,1
Унгерфук,Ungerfuk,1
Цобель,Cobelʹ,1
Фогель-Васмут,Fogelʹ-Vasmut,1
Фогель-Лангас,Fogelʹ-Langas,1
Фогель-Неткачева,Fogelʹ-Netkačeva,1
Фогельзанк,Fogelʹzank,1
Унгенфухт,Ungenfuht,1
Фогес,Foges,1
Унгефукт,Ungefukt,1
Унгефух,Ungefuh,1
Унгефухт-Кренц,Ungefuht-Krenc,1
Унзер,Unzer,1
Фоиль,Foilʹ,1
Форбергер,Forberger,1
Хорват,Horvat,1
Форр,Forr,1
Хоппе,Hoppe,1
Форрат,Forrat,1
Формитаг,Formitag,1
Формансо,Formanso,1
Форст,Forst,1
Хорунова-Гренц,Horunova-Grenc,1
Унрух,Unruh,1
Унрайн,Unrajn,1
Форат,Forat,1
Холяк,Holâk,1
Холянд,Holând,1
Холяц,Holâc,1
Фойгт,Fojgt,1
Фомивко,Fomivko,1
Фоливейдер,Folivejder,1
Фомин,Fomin,1
Фокина,Fokina,1
Хомицкая,Homickaâ,1
Фолленвейдер-Годунова,Follenvejder-Godunova,1
Фолленвейдер-Герингер,Follenvejder-Geringer,1
Фолленвейдер-Гасс,Follenvejder-Gass,1
Фомочкина,Fomočkina,1
Фоменко,Fomenko,1
Фокт,Fokt,1
Фоктлендер,Foktlender,1
Фольбрехт,Folʹbreht,1
Фольгман,Folʹgman,1
Хольберс-Пальмер-Москвинский,Holʹbers-Palʹmer-Moskvinskij,1
Фольгенштейн,Folʹgenštejn,1
Хольц,Holʹc,1
Фольц-Люту,Folʹc-Lûtu,1
Хольфайер,Holʹfajer,1
Фольшер,Folʹšer,1
Фон,Fon,1
Фон-Фризен,Fon-Frizen,1
Фондрих,Fondrih,1
Фонград,Fongrad,1
Фонграт,Fongrat,1
Фондес,Fondes,1
Фонгарт,Fongart,1
Фоор,Foor,1
Фоот,Foot,1
Фот-Ипкаева,Fot-Ipkaeva,1
Фотеллер,Foteller,1
Унтенберг,Untenberg,1
Фота,Fota,1
Фохит,Fohit,1
Цохер,Coher,1
Фохтбергер-Осадчих,Fohtberger-Osadčih,1
Фохтбергер-Удальцова,Fohtberger-Udalʹcova,1
Цошке,Coške,1
Феч,Feč,1
Фечь,Fečʹ,1
Цеджина,Cedžina,1
Хебиг,Hebig,1
Федорчева-Бауэр,Fedorčeva-Bauér,1
Федоровский,Fedorovskij,1
Федорова-Болько,Fedorova-Bolʹko,1
Федорова-Делль,Fedorova-Dellʹ,1
Федорова-Фляглер,Fedorova-Flâgler,1
Федосова,Fedosova,1
Федотова,Fedotova,1
Цеге,Cege,1
Хегер,Heger,1
Федерман,Federman,1
Федерольф,Federolʹf,1
Фегели,Fegeli,1
Фегеле,Fegele,1
Фегель,Fegelʹ,1
Цегельский,Cegelʹskij,1
Цезарева,Cezareva,1
Фер,Fer,1
Фергин,Fergin,1
Хергольц,Hergolʹc,1
Церинг,Cering,1
Ферренци-Лоэви,Ferrenci-Loévi,1
Ферле,Ferle,1
Ферман,Ferman,1
Фернер,Ferner,1
Фере,Fere,1
Ференбурх,Ferenburh,1
Херубин,Herubin,1
Ферхов-Вайт,Ferhov-Vajt,1
Херфурт,Herfurt,1
Церфас,Cerfas,1
Феляц,Felâc,1
Цейдер,Cejder,1
Цейвер,Cejver,1
Целинская,Celinskaâ,1
Целих,Celih,1
Фелихле,Felihle,1
Феллингер,Fellinger,1
Хемке,Hemke,1
Цейлер,Cejler,1
Фейль,Fejlʹ,1
Фелль-Фель,Fellʹ-Felʹ,1
Хейн,Hejn,1
Цейнер,Cejner,1
Цейнер-Иванова,Cejner-Ivanova,1
Фейергерд-Шульц,Fejergerd-Šulʹc,1
Цемерман,Cemerman,1
Фелерт,Felert,1
Феленберг,Felenberg,1
Цейс,Cejs,1
Цейсле-Крафт,Cejsle-Kraft,1
Фейтейгеймер,Fejtejgejmer,1
Цейсс,Cejss,1
Фейф,Fejf,1
Фейферт,Fejfert,1
Фельдгинкель,Felʹdginkelʹ,1
Фельдган,Felʹdgan,1
Фельдин,Felʹdin,1
Фельде-Смородинова,Felʹde-Smorodinova,1
Фельберт,Felʹbert,1
Фельдт,Felʹdt,1
Фельдшнкель,Felʹdšnkelʹ,1
Фельдшау,Felʹdšau,1
Фельзер,Felʹzer,1
Фельзельмаер,Felʹzelʹmaer,1
Фельзен,Felʹzen,1
Цельм,Celʹm,1
Фельм,Felʹm,1
Фелькле,Felʹkle,1
Фелькле-Сенькина,Felʹkle-Senʹkina,1
Фелькер-Рогова,Felʹker-Rogova,1
Фельнер,Felʹner,1
Фельская,Felʹskaâ,1
Фельтен,Felʹten,1
Фельцингер,Felʹcinger,1
Фендзеляу,Fendzelâu,1
Хензель,Henzelʹ,1
Фених,Fenih,1
Фенрик,Fenrik,1
Феоктистова,Feoktistova,1
Фенль,Fenlʹ,1
Цент,Cent,1
Фенский,Fenskij,1
Фенске,Fenske,1
Центлер,Centler,1
Центовский,Centovskij,1
Фенцляйн,Fenclâjn,1
Хеншен,Henšen,1
Феер-Дик,Feer-Dik,1
Феелер,Feeler,1
Фетинг,Feting,1
Фетенгеймер,Fetengejmer,1
Цессин,Cessin,1
Феттинг,Fetting,1
Фетте,Fette,1
Цеттель,Cettelʹ,1
Фессель,Fesselʹ,1
Фетцер,Fetcer,1
Феськова,Fesʹkova,1
Цехиель,Cehielʹ,1
Цехмистер,Cehmister,1
Хехт,Heht,1
Феш,Feš,1
Успенская,Uspenskaâ,1
Ускова-Михельс,Uskova-Mihelʹs,1
Устинова,Ustinova,1
Утта,Utta,1
Усатенко,Usatenko,1
Усатцева,Usatceva,1
Худзинский,Hudzinskij,1
Худовой-Андреас,Hudovoj-Andreas,1
Фуге,Fuge,1
Цуберт,Cubert,1
Фугельзанг,Fugelʹzang,1
Худаска,Hudaska,1
Хурниак,Hurniak,1
Хурсик,Hursik,1
Фурсова,Fursova,1
Хумпрехт,Humpreht,1
Фукс-Оборовская,Fuks-Oborovskaâ,1
Цумфт,Cumft,1
Цукшвердт,Cukšverdt,1
Цунк,Cunk,1
Функе,Funke,1
Ухнолева-Дуглас,Uhnoleva-Duglas,1
Фунтнер,Funtner,1
Фус,Fus,1
Хусаинова,Husainova,1
Фуфачева,Fufačeva,1
Цуфаль,Cufalʹ,1
Фуш,Fuš,1
Хачидогова,Hačidogova,1
Фабиан,Fabian,1
Фаврициус,Favricius,1
Цаде,Cade,1
Фабер-Гондаренко,Faber-Gondarenko,1
Хаберман,Haberman,1
Цабель,Cabelʹ,1
Хагенбах,Hagenbah,1
Фадеева,Fadeeva,1
Царбок,Carbok,1
Царболь,Carbolʹ,1
Фарих,Farih,1
Хапп,Happ,1
Царева,Careva,1
Фаренбург,Farenburg,1
Царт,Cart,1
Фарский,Farskij,1
Хараус,Haraus,1
Хак,Hak,1
Фалдина,Faldina,1
Файдт,Fajdt,1
Файзер,Fajzer,1
Халимова,Halimova,1
Халилова-Редигер,Halilova-Rediger,1
Фалленвейдер,Fallenvejder,1
Хайн,Hajn,1
Хайновский,Hajnovskij,1
Хайне,Hajne,1
Фалентина,Falentina,1
Цайс,Cajs,1
Хайсрат,Hajsrat,1
Цайтлер,Cajtler,1
Хакулов,Hakulov,1
Хайцман,Hajcman,1
Фальгенштейн-Сухинина,Falʹgenštejn-Suhinina,1
Фалькинберг,Falʹkinberg,1
Фалько,Falʹko,1
Фальке,Falʹke,1
Фалькенберг,Falʹkenberg,1
Фальтин,Falʹtin,1
Фальтинг,Falʹting,1
Фальтер,Falʹter,1
Фальтерберг,Falʹterberg,1
Хан,Han,1
Цандр,Candr,1
Фандрих,Fandrih,1
Фанград,Fangrad,1
Фандерберг,Fanderberg,1
Фанинштейн,Faninštejn,1
Фанк,Fank,1
Цанто,Canto,1
Фантен,Fanten,1
Хануза,Hanuza,1
Фанфара,Fanfara,1
Фаель,Faelʹ,1
Фасмер,Fasmer,1
Фаснахт,Fasnaht,1
Фаст-Лен,Fast-Len,1
Фаст-Шапошникова,Fast-Šapošnikova,1
Фастлен,Fastlen,1
Хаттори-Шпуре,Hattori-Špure,1
Фатьянова,Fatʹânova,1
Хаузер,Hauzer,1
Фафинрот,Fafinrot,1
Хаупт,Haupt,1
Фаульгибер,Faulʹgiber,1
Цахориас,Cahorias,1
Фафонрод,Fafonrod,1
Цахе,Cahe,1
Фафенцеллер-Попова,Fafenceller-Popova,1
Цафт,Caft,1
Фахт,Faht,1
Фауст-Беккер,Faust-Bekker,1
Цахарияс,Cahariâs,1
Хаазе,Haaze,1
Фаас,Faas,1
Ушкамп,Uškamp,1
Цюльке-Тухель,Cûlʹke-Tuhelʹ,1
Цюльске,Cûlʹske,1
Цызак,Cyzak,1
Цып,Cyp,1
Цыпперт,Cyppert,1
Цыммер,Cymmer,1
Цын,Cyn,1
Цых,Cyh,1
Хэрдер,Hérder,1
Ачикасова,Ačikasova,1
Абдулахитова,Abdulahitova,1
Августин,Avgustin,1
Августов,Avgustov,1
Абзегер,Abzeger,1
Абидова,Abidova,1
Абибулаева,Abibulaeva,1
Абинт,Abint,1
Абих-Гниломедова,Abih-Gnilomedova,1
Абих-Берац,Abih-Berac,1
Абих-Камышникова,Abih-Kamyšnikova,1
Адренс,Adrens,1
Абрамович,Abramovič,1
Абрамовский,Abramovskij,1
Абрамойт,Abramojt,1
Абрамс,Abrams,1
Абляева-Маслова,Ablâeva-Maslova,1
Аборник,Abornik,1
Аде,Ade,1
Аве,Ave,1
Аверин,Averin,1
Аверина,Averina,1
Аберле,Aberle,1
Абермат,Abermat,1
Абеляшева,Abelâševa,1
Абельс,Abelʹs,1
Абенд,Abend,1
Абсалон,Absalon,1
Абульханов,Abulʹhanov,1
Адамов,Adamov,1
Адамек,Adamek,1
Адашкевич,Adaškevič,1
Азаргаева,Azargaeva,1
Азарьева,Azarʹeva,1
Арбузов,Arbuzov,1
Арбатская,Arbatskaâ,1
Аппельбаум,Appelʹbaum,1
Аппельт,Appelʹt,1
Аппазов,Appazov,1
Армбристер,Armbrister,1
Аркмайшель,Arkmajšelʹ,1
Аплос,Aplos,1
Аркс-Лебин,Arks-Lebin,1
Арканов,Arkanov,1
Арльт-Кавун,Arlʹt-Kavun,1
Арнбрех,Arnbreh,1
Арнис-Мельдер,Arnis-Melʹder,1
Арнист,Arnist,1
Арно,Arno,1
Арнольдова,Arnolʹdova,1
Арнт,Arnt,1
Арнтгольц,Arntgolʹc,1
Арнсвальд,Arnsvalʹd,1
Арнст,Arnst,1
Апельганс,Apelʹgans,1
Апельт,Apelʹt,1
Аренбрехт,Arenbreht,1
Аренгольд,Arengolʹd,1
Арентд,Arentd,1
Аренсон-Гейн,Arenson-Gejn,1
Аренц,Arenc,1
Арефьев,Arefʹev,1
Артемова,Artemova,1
Артамонова,Artamonova,1
Архимович,Arhimovič,1
Арцев,Arcev,1
Аранович,Aranovič,1
Апшева,Apševa,1
Ай,Aj,1
Алявдин,Alâvdin,1
Алябьев,Alâbʹev,1
Амбристер,Ambrister,1
Амбразевич,Ambrazevič,1
Амбольдт,Ambolʹdt,1
Амберг,Amberg,1
Алберт,Albert,1
Амгейзер,Amgejzer,1
Айдель,Ajdelʹ,1
Айгензейгер,Ajgenzejger,1
Айдарбекова,Ajdarbekova,1
Акбаев,Akbaev,1
Алдынгоф,Aldyngof,1
Айзингер,Ajzinger,1
Айзнер,Ajzner,1
Айжебель,Ajžebelʹ,1
Айзен,Ajzen,1
Айзенциммер,Ajzencimmer,1
Алиева-Кунц,Alieva-Kunc,1
Алиш,Ališ,1
Айриянн,Ajriânn,1
Ампенова,Ampenova,1
Амраин,Amrain,1
Алпатов,Alpatov,1
Алпатова,Alpatova,1
Аллердингс,Allerdings,1
Аллерборн,Allerborn,1
Аллерия,Alleriâ,1
Аккерманн,Akkermann,1
Аккерт,Akkert,1
Аллесс,Alless,1
Алксне,Alksne,1
Айкстер,Ajkster,1
Аккарман,Akkarman,1
Амон,Amon,1
Алербан,Alerban,1
Акерман,Akerman,1
Алейникова,Alejnikova,1
Алекс,Aleks,1
Алекси,Aleksi,1
Алексеев,Alekseev,1
Алексеев-Зимбрун,Alekseev-Zimbrun,1
Александберг,Aleksandberg,1
Аменд,Amend,1
Амет,Amet,1
Алещенкова-Вольнова,Aleŝenkova-Volʹnova,1
Алт,Alt,1
Аксберг,Aksberg,1
Амтман,Amtman,1
Аксен,Aksen,1
Акст-Митрофанова,Akst-Mitrofanova,1
Амстбихлер,Amstbihler,1
Алтунина,Altunina,1
Акучка,Akučka,1
Айхорт,Ajhort,1
Айхерст,Ajherst,1
Айхеле,Ajhele,1
Айфельд,Ajfelʹd,1
Айфальд,Ajfalʹd,1
Амайзер,Amajzer,1
Аман-Брындина,Aman-Bryndina,1
Аман-Гер,Aman-Ger,1
Аманн,Amann,1
Алаева,Alaeva,1
Акациус,Akacius,1
Альбин,Alʹbin,1
Альбронт,Alʹbront,1
Альбрехт-Маер,Alʹbreht-Maer,1
Альборн,Alʹborn,1
Альберт-Такэ,Alʹbert-Také,1
Альбертин,Alʹbertin,1
Альбусиус,Alʹbusius,1
Альвайль,Alʹvajlʹ,1
Альгаер,Alʹgaer,1
Альрт,Alʹrt,1
Алькаер,Alʹkaer,1
Альтгаузен,Alʹtgauzen,1
Альслебен,Alʹsleben,1
Альторгот,Alʹtorgot,1
Альтергорт,Alʹtergort,1
Альтергат,Alʹtergat,1
Альстер,Alʹster,1
Альтфретер,Alʹtfreter,1
Альтфедер,Alʹtfeder,1
Альтфетер,Alʹtfeter,1
Альтфатер,Alʹtfater,1
Альтаг,Alʹtag,1
Альтак,Alʹtak,1
Альтах,Alʹtah,1
Альферт,Alʹfert,1
Альшер,Alʹšer,1
Андриянова,Andriânova,1
Андрияс,Andriâs,1
Андрис,Andris,1
Андрианова,Andrianova,1
Андре,Andre,1
Андрегг,Andregg,1
Андрейко,Andrejko,1
Андрэ,André,1
Ангорн,Angorn,1
Ангорн-Орлова,Angorn-Orlova,1
Андерст,Anderst,1
Ангельхер,Angelʹher,1
Ангальт,Angalʹt,1
Анисимова,Anisimova,1
Анисимова-Вольштейн,Anisimova-Volʹštejn,1
Анисов,Anisov,1
Анклям-Полякова-Адамова,Anklâm-Polâkova-Adamova,1
Анклам,Anklam,1
Аннерт,Annert,1
Анерт,Anert,1
Антоль,Antolʹ,1
Антонов,Antonov,1
Ансельм,Anselʹm,1
Антен,Anten,1
Анциферов,Anciferov,1
Анцев,Ancev,1
Анухина,Anuhina,1
Ануфриев,Anufriev,1
Анфалова,Anfalova,1
Анакеров,Anakerov,1
Ананьина,Ananʹina,1
Аншиц,Anšic,1
Асбергер,Asberger,1
Асинович,Asinovič,1
Аспиляйдер,Aspilâjder,1
Асмус-Данилина,Asmus-Danilina,1
Асмус-Потапова,Asmus-Potapova,1
Асмус-Орешина,Asmus-Orešina,1
Асман,Asman,1
Аснаймер,Asnajmer,1
Асеева,Aseeva,1
Аст,Ast,1
Ассмус,Assmus,1
Ассман,Assman,1
Ассельборн,Asselʹborn,1
Ассенгеймер,Assengejmer,1
Асанова-Шадт,Asanova-Šadt,1
Аугсбургер,Augsburger,1
Аугарт,Augart,1
Ахицигеров,Ahicigerov,1
Аурих,Aurih,1
Аурас,Auras,1
Аурас-Соловьева,Auras-Solovʹeva,1
Афонина-Таблер,Afonina-Tabler,1
Афонько,Afonʹko,1
Афельт,Afelʹt,1
Аутерграф-Аутергоф,Autergraf-Autergof,1
Ауфрихтер,Aufrihter,1
Ауэ,Aué,1
Ашбергер,Ašberger,1
Ашер,Ašer,1
Ашейбрейн,Ašejbrejn,1
Ашейнбрейн,Ašejnbrejn,1
Ашенбреннер,Ašenbrenner,1
Ашупп-Ильзен,Ašupp-Ilʹzen,1
Шёнмут,Šënmut,1
Шёфиш,Šëfiš,1
